Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
16-APR-2026,AMBICAAGAR,23.89,23.57,0.0135,0.0254,0.0254,0.4853
16-APR-2026,AMBIKCO,1422.20,1428.50,-0.0044,0.0213,0.0212,0.4050
16-APR-2026,AMBUJACEM,458.05,453.90,0.0091,0.0192,0.0191,0.3649
16-APR-2026,AMDIND,43.96,43.16,0.0184,0.0323,0.0323,0.6171
16-APR-2026,AMIRCHAND,127.43,124.56,0.0228,0.0165,0.0165,0.3152
16-APR-2026,AMJLAND,43.04,43.20,-0.0037,0.0297,0.0296,0.5655
16-APR-2026,AMNPLST,170.28,160.58,0.0587,0.0301,0.0303,0.5789
16-APR-2026,AMRITINDIA,1614.35,1614.35,0.0000,0.0009,0.0009,0.0172
16-APR-2026,AMRUTANJAN,537.70,533.45,0.0079,0.0182,0.0182,0.3477
16-APR-2026,ANANDRATHI,3632.80,3654.60,-0.0060,0.0179,0.0179,0.3420
16-APR-2026,ANANTAM,105.76,106.90,-0.0107,0.0037,0.0037,0.0707
16-APR-2026,ANANTRAJ,509.95,503.35,0.0130,0.0316,0.0316,0.6037
16-APR-2026,ANDHRAPAP,68.24,67.33,0.0134,0.0191,0.0190,0.3630
16-APR-2026,ANDHRSUGAR,86.01,86.13,-0.0014,0.0200,0.0199,0.3802
16-APR-2026,ANGELONE,292.64,297.75,-0.0173,0.0294,0.0293,0.5598
16-APR-2026,ANIKINDS,43.68,46.34,-0.0591,0.0323,0.0325,0.6209
16-APR-2026,ANKITMETAL,1.61,1.58,0.0188,0.0279,0.0278,0.5311
16-APR-2026,ANMOL,12.17,11.74,0.0360,0.0289,0.0290,0.5540
16-APR-2026,ANSALAPI,3.42,3.32,0.0297,0.0217,0.0218,0.4165
16-APR-2026,ANTELOPUS,594.25,585.90,0.0142,0.0400,0.0399,0.7623
16-APR-2026,ANTGRAPHIC,0.87,0.86,0.0116,0.0316,0.0315,0.6018
16-APR-2026,ANTHEM,723.30,729.75,-0.0089,0.0158,0.0157,0.2999
16-APR-2026,ANUHPHR,82.70,80.27,0.0298,0.0244,0.0245,0.4681
16-APR-2026,ANUP,2050.00,2017.40,0.0160,0.0307,0.0306,0.5846
16-APR-2026,ANURAS,1266.40,1287.80,-0.0168,0.0178,0.0178,0.3401
16-APR-2026,ANZEN,125.00,125.00,0.0000,0.0112,0.0112,0.2140
16-APR-2026,AONEGOLD,14.16,14.15,0.0007,0.0173,0.0173,0.3305
16-APR-2026,AONELIQUID,1055.38,1055.24,0.0001,0.0002,0.0002,0.0038
16-APR-2026,AONENIFTY,9.94,9.92,0.0020,0.0074,0.0074,0.1414
16-APR-2026,AONESILVER,9.51,9.41,0.0106,0.0142,0.0142,0.2713
16-APR-2026,AONETMMQ50,9.91,9.86,0.0051,0.0090,0.0090,0.1719
16-APR-2026,AONETOTAL,11.48,11.44,0.0035,0.0084,0.0084,0.1605
16-APR-2026,APARINDS,11266.50,11207.00,0.0053,0.0300,0.0299,0.5712
16-APR-2026,APCL,115.87,118.20,-0.0199,0.0275,0.0274,0.5235
16-APR-2026,APCOTEXIND,385.05,382.35,0.0070,0.0208,0.0207,0.3955
16-APR-2026,APEX,429.45,427.45,0.0047,0.0395,0.0394,0.7527
16-APR-2026,APLAPOLLO,2045.30,2041.50,0.0019,0.0189,0.0188,0.3592
16-APR-2026,APLLTD,748.30,734.80,0.0182,0.0200,0.0200,0.3821
16-APR-2026,APOLLO,242.17,235.58,0.0276,0.0355,0.0355,0.6782
16-APR-2026,APOLLOHOSP,7553.00,7642.00,-0.0117,0.0132,0.0132,0.2522
16-APR-2026,APOLLOPIPE,455.75,454.30,0.0032,0.0288,0.0287,0.5483
16-APR-2026,APOLLOTYRE,443.65,441.55,0.0047,0.0178,0.0178,0.3401
16-APR-2026,APOLSINHOT,1123.40,1089.25,0.0309,0.0248,0.0248,0.4738
16-APR-2026,APTECHT,92.72,88.33,0.0485,0.0274,0.0275,0.5254
16-APR-2026,APTUS,246.86,230.66,0.0679,0.0206,0.0211,0.4031
16-APR-2026,AQYLON,46.01,47.37,-0.0291,0.0362,0.0362,0.6916
16-APR-2026,ARCHIDPLY,80.57,81.80,-0.0152,0.0293,0.0293,0.5598
16-APR-2026,ARCHIES,14.74,14.85,-0.0074,0.0314,0.0313,0.5980
16-APR-2026,ARE&M,772.70,756.40,0.0213,0.0187,0.0187,0.3573
16-APR-2026,ARENTERP,41.75,41.68,0.0017,0.0379,0.0378,0.7222
16-APR-2026,ARFIN,94.25,93.19,0.0113,0.0285,0.0284,0.5426
16-APR-2026,ARIES,392.25,393.35,-0.0028,0.0293,0.0292,0.5579
16-APR-2026,ARIHANTCAP,70.83,71.00,-0.0024,0.0335,0.0334,0.6381
16-APR-2026,ARIHANTSUP,251.23,255.69,-0.0176,0.0286,0.0286,0.5464
16-APR-2026,ARIS,121.72,117.11,0.0386,0.0274,0.0275,0.5254
16-APR-2026,ARKADE,119.88,117.94,0.0163,0.0223,0.0223,0.4260
16-APR-2026,ARMANFIN,1549.80,1586.50,-0.0234,0.0265,0.0265,0.5063
16-APR-2026,AROGRANITE,29.24,25.49,0.1373,0.0288,0.0303,0.5789
16-APR-2026,ARROWGREEN,561.50,578.80,-0.0303,0.0358,0.0358,0.6840
16-APR-2026,ARSHIYA,1.41,1.38,0.0215,0.0336,0.0336,0.6419
16-APR-2026,ARSSBL,576.35,583.70,-0.0127,0.0230,0.0229,0.4375
16-APR-2026,ARTEMISMED,229.91,229.08,0.0036,0.0244,0.0243,0.4643
16-APR-2026,ARTNIRMAN,47.24,47.18,0.0013,0.0375,0.0374,0.7145
16-APR-2026,ARVEE,163.11,160.23,0.0178,0.0410,0.0409,0.7814
16-APR-2026,ARVIND,384.80,388.65,-0.0100,0.0249,0.0248,0.4738
16-APR-2026,ARVINDFASN,473.80,483.10,-0.0194,0.0243,0.0243,0.4643
16-APR-2026,ARVSMART,605.95,605.50,0.0007,0.0250,0.0250,0.4776
16-APR-2026,ASAHIINDIA,849.90,850.20,-0.0004,0.0234,0.0234,0.4471
16-APR-2026,ASAHISONG,228.17,228.75,-0.0025,0.0313,0.0312,0.5961
16-APR-2026,ASAL,473.95,469.30,0.0099,0.0296,0.0296,0.5655
16-APR-2026,ASALCBR,907.40,882.65,0.0277,0.0301,0.0301,0.5751
16-APR-2026,ASHAPURMIN,614.70,541.95,0.1260,0.0357,0.0367,0.7012
16-APR-2026,ASHIANA,335.55,327.70,0.0237,0.0231,0.0231,0.4413
16-APR-2026,ASHIMASYN,14.55,15.06,-0.0345,0.0364,0.0364,0.6954
16-APR-2026,ASHOKA,137.74,135.58,0.0158,0.0275,0.0275,0.5254
16-APR-2026,ASHOKAMET,16.46,16.66,-0.0121,0.0274,0.0273,0.5216
16-APR-2026,ASHOKLEY,176.72,175.48,0.0070,0.0224,0.0223,0.4260
16-APR-2026,ASIANENE,296.06,299.66,-0.0121,0.0326,0.0326,0.6228
16-APR-2026,ASIANHOTNR,298.20,299.20,-0.0033,0.0294,0.0293,0.5598
16-APR-2026,ASIANPAINT,2440.30,2423.10,0.0071,0.0153,0.0153,0.2923
16-APR-2026,ASIANTILES,73.03,71.06,0.0273,0.0282,0.0282,0.5388
16-APR-2026,ASKAUTOLTD,435.20,440.15,-0.0113,0.0212,0.0211,0.4031
16-APR-2026,ASMS,8.87,8.71,0.0182,0.0390,0.0390,0.7451
16-APR-2026,ASPINWALL,224.94,228.45,-0.0155,0.0284,0.0283,0.5407
16-APR-2026,ASTEC,750.20,649.10,0.1448,0.0345,0.0359,0.6859
16-APR-2026,ASTERDM,674.35,683.00,-0.0127,0.0202,0.0202,0.3859
16-APR-2026,ASTRAL,1578.70,1630.90,-0.0325,0.0188,0.0189,0.3611
16-APR-2026,ASTRAMICRO,1074.70,1032.45,0.0401,0.0254,0.0255,0.4872
16-APR-2026,ASTRAZEN,8528.00,8550.00,-0.0026,0.0202,0.0202,0.3859
16-APR-2026,ASTRON,4.63,4.62,0.0022,0.0317,0.0316,0.6037
16-APR-2026,ATALREAL,25.22,25.13,0.0036,0.0249,0.0248,0.4738
16-APR-2026,ATAM,68.54,70.64,-0.0302,0.0301,0.0301,0.5751
16-APR-2026,ATGL,597.60,586.05,0.0195,0.0304,0.0304,0.5808
16-APR-2026,ATHERENERG,866.15,871.15,-0.0058,0.0250,0.0250,0.4776
16-APR-2026,ATL,26.10,25.28,0.0319,0.0299,0.0299,0.5712
16-APR-2026,ATLANTAA,42.31,41.58,0.0174,0.0401,0.0400,0.7642
16-APR-2026,ATLANTAELE,1349.60,1326.90,0.0170,0.0256,0.0256,0.4891
16-APR-2026,ATLASCYCLE,105.80,111.82,-0.0553,0.0402,0.0403,0.7699
16-APR-2026,ATUL,6598.50,6549.50,0.0075,0.0177,0.0177,0.3382
16-APR-2026,ATULAUTO,465.95,471.85,-0.0126,0.0297,0.0297,0.5674
16-APR-2026,AUBANK,983.95,981.10,0.0029,0.0201,0.0201,0.3840
16-APR-2026,AURIGROW,0.32,0.31,0.0317,0.0351,0.0351,0.6706
16-APR-2026,AURIONPRO,922.85,902.00,0.0229,0.0302,0.0302,0.5770
16-APR-2026,AUROPHARMA,1386.50,1373.90,0.0091,0.0175,0.0175,0.3343
16-APR-2026,AURUM,177.99,177.06,0.0052,0.0270,0.0270,0.5158
16-APR-2026,AUSOMENT,113.78,113.78,0.0000,0.0347,0.0346,0.6610
16-APR-2026,AUTOAXLES,1794.80,1727.50,0.0382,0.0196,0.0197,0.3764
16-APR-2026,AUTOBEES,271.58,271.66,-0.0003,0.0137,0.0137,0.2617
16-APR-2026,AUTOIETF,27.17,27.28,-0.0040,0.0137,0.0137,0.2617
16-APR-2026,AUTOIND,66.95,67.35,-0.0060,0.0307,0.0307,0.5865
16-APR-2026,AVADHSUGAR,473.10,480.85,-0.0162,0.0259,0.0259,0.4948
16-APR-2026,AVALON,1101.95,1067.05,0.0322,0.0307,0.0307,0.5865
16-APR-2026,AVANTEL,155.20,153.83,0.0089,0.0312,0.0311,0.5942
16-APR-2026,AVANTIFEED,1392.10,1419.00,-0.0191,0.0350,0.0350,0.6687
16-APR-2026,AVG,163.99,166.13,-0.0130,0.0352,0.0351,0.6706
16-APR-2026,AVL,517.25,512.75,0.0087,0.0246,0.0245,0.4681
16-APR-2026,AVONMORE,12.85,12.99,-0.0108,0.0338,0.0338,0.6457
16-APR-2026,AVROIND,131.11,127.92,0.0246,0.0330,0.0330,0.6305
16-APR-2026,AVTNPL,64.83,66.67,-0.0280,0.0211,0.0211,0.4031
16-APR-2026,AWFIS,363.84,362.30,0.0042,0.0296,0.0295,0.5636
16-APR-2026,AWHCL,513.50,512.10,0.0027,0.0322,0.0321,0.6133
16-APR-2026,AWL,182.08,182.65,-0.0031,0.0214,0.0213,0.4069
16-APR-2026,AXISBANK,1349.70,1355.50,-0.0043,0.0158,0.0158,0.3019
16-APR-2026,AXISBNKETF,574.81,577.52,-0.0047,0.0110,0.0110,0.2102
16-APR-2026,AXISBPSETF,13.30,13.30,0.0000,0.0022,0.0022,0.0420
16-APR-2026,AXISCADES,1797.40,1711.90,0.0487,0.0335,0.0336,0.6419
16-APR-2026,AXISCETF,115.97,116.99,-0.0088,0.0104,0.0104,0.1987
16-APR-2026,AXISGOLD,126.67,126.51,0.0013,0.0221,0.0220,0.4203
16-APR-2026,AXISHCETF,146.90,146.88,0.0001,0.0102,0.0102,0.1949
16-APR-2026,AXISILVER,247.18,244.17,0.0123,0.0356,0.0355,0.6782
16-APR-2026,AXISNIFTY,266.52,266.63,-0.0004,0.0088,0.0088,0.1681
16-APR-2026,AXISTECETF,348.53,345.55,0.0086,0.0138,0.0138,0.2636
16-APR-2026,AXISVALUE,33.61,33.48,0.0039,0.0103,0.0103,0.1968
16-APR-2026,AXITA,8.93,8.97,-0.0045,0.0218,0.0217,0.4146
16-APR-2026,AXSENSEX,80.16,80.37,-0.0026,0.0096,0.0096,0.1834
16-APR-2026,AYE,116.06,108.60,0.0664,0.0185,0.0191,0.3649
16-APR-2026,AYMSYNTEX,186.69,191.71,-0.0265,0.0283,0.0283,0.5407
16-APR-2026,AZAD,1861.30,1836.40,0.0135,0.0253,0.0252,0.4814
16-APR-2026,BAFNAPH,132.81,132.65,0.0012,0.0328,0.0327,0.6247
16-APR-2026,BAGFILMS,5.54,5.46,0.0145,0.0332,0.0332,0.6343
16-APR-2026,BAIDFIN,10.95,11.19,-0.0217,0.0307,0.0306,0.5846
16-APR-2026,BAJAJ-AUTO,9825.00,9865.00,-0.0041,0.0156,0.0156,0.2980
16-APR-2026,BAJAJCON,428.90,441.65,-0.0293,0.0289,0.0289,0.5521
16-APR-2026,BAJAJELEC,387.60,388.55,-0.0024,0.0195,0.0195,0.3725
16-APR-2026,BAJAJFINSV,1829.90,1825.70,0.0023,0.0158,0.0158,0.3019
16-APR-2026,BAJAJHCARE,351.45,355.95,-0.0127,0.0298,0.0298,0.5693
16-APR-2026,BAJAJHFL,89.20,89.00,0.0022,0.0160,0.0159,0.3038
16-APR-2026,BAJAJHIND,18.87,18.85,0.0011,0.0268,0.0267,0.5101
16-APR-2026,BAJAJHLDNG,10205.00,10058.00,0.0145,0.0204,0.0204,0.3897
16-APR-2026,BAJAJINDEF,292.80,291.25,0.0053,0.0311,0.0310,0.5923
16-APR-2026,BAJEL,178.73,176.48,0.0127,0.0308,0.0308,0.5884
16-APR-2026,BAJFINANCE,905.90,913.15,-0.0080,0.0189,0.0189,0.3611
16-APR-2026,BALAJEE,33.11,33.81,-0.0209,0.0290,0.0290,0.5540
16-APR-2026,BALAJITELE,94.92,98.33,-0.0353,0.0359,0.0359,0.6859
16-APR-2026,BALAMINES,1146.60,1130.80,0.0139,0.0268,0.0268,0.5120
16-APR-2026,BALAXI,25.57,24.95,0.0245,0.0342,0.0341,0.6515
16-APR-2026,BALKRISHNA,16.94,16.94,0.0000,0.0314,0.0314,0.5999
16-APR-2026,BALKRISIND,2342.50,2322.50,0.0086,0.0195,0.0194,0.3706
16-APR-2026,BALMLAWRIE,173.48,172.09,0.0080,0.0203,0.0203,0.3878
16-APR-2026,BALPHARMA,76.89,76.56,0.0043,0.0260,0.0259,0.4948
16-APR-2026,BALRAMCHIN,483.75,485.35,-0.0033,0.0212,0.0211,0.4031
16-APR-2026,BALUFORGE,485.25,475.15,0.0210,0.0344,0.0344,0.6572
16-APR-2026,BANARBEADS,111.59,108.26,0.0303,0.0284,0.0284,0.5426
16-APR-2026,BANARISUG,3644.80,3624.30,0.0056,0.0145,0.0145,0.2770
16-APR-2026,BANCOINDIA,621.00,596.85,0.0397,0.0341,0.0341,0.6515
16-APR-2026,BANDHANBNK,174.18,173.77,0.0024,0.0242,0.0241,0.4604
16-APR-2026,BANG,39.11,37.41,0.0444,0.0321,0.0322,0.6152
16-APR-2026,BANK10ADD,16.77,16.86,-0.0054,0.0102,0.0102,0.1949
16-APR-2026,BANKA,74.18,76.18,-0.0266,0.0330,0.0329,0.6286
16-APR-2026,BANKADD,57.11,57.35,-0.0042,0.0191,0.0190,0.3630
16-APR-2026,BANKBARODA,279.39,279.06,0.0012,0.0193,0.0193,0.3687
16-APR-2026,BANKBEES,577.58,579.78,-0.0038,0.0107,0.0106,0.2025
16-APR-2026,BANKBETA,57.75,58.07,-0.0055,0.0119,0.0118,0.2254
16-APR-2026,BANKBETF,56.80,57.02,-0.0039,0.0112,0.0112,0.2140
16-APR-2026,BANKETF,568.73,571.35,-0.0046,0.0108,0.0108,0.2063
16-APR-2026,BANKIETF,57.28,57.58,-0.0052,0.0106,0.0106,0.2025
16-APR-2026,BANKINDIA,148.86,147.70,0.0078,0.0226,0.0225,0.4299
16-APR-2026,BANKNIFTY1,57.88,58.12,-0.0041,0.0111,0.0111,0.2121
16-APR-2026,BANKPSU,88.34,88.42,-0.0009,0.0152,0.0151,0.2885
16-APR-2026,BANSALWIRE,303.48,306.92,-0.0113,0.0222,0.0221,0.4222
16-APR-2026,BANSWRAS,113.18,111.94,0.0110,0.0254,0.0253,0.4834
16-APR-2026,BASF,3681.00,3669.90,0.0030,0.0214,0.0214,0.4088
16-APR-2026,BASML,22.22,22.29,-0.0031,0.0308,0.0308,0.5884
16-APR-2026,BATAINDIA,746.50,740.50,0.0081,0.0176,0.0176,0.3362
16-APR-2026,BAYERCROP,4931.30,4989.70,-0.0118,0.0169,0.0169,0.3229
16-APR-2026,BBETF0432,1315.46,1316.84,-0.0010,0.0022,0.0022,0.0420
16-APR-2026,BBL,2616.00,2618.50,-0.0010,0.0274,0.0273,0.5216
16-APR-2026,BBNPNBETF,56.52,56.56,-0.0007,0.0163,0.0163,0.3114
16-APR-2026,BBNPPGOLD,147.00,147.00,0.0000,0.0208,0.0207,0.3955
16-APR-2026,BBOX,530.30,532.85,-0.0048,0.0291,0.0291,0.5560
16-APR-2026,BBTC,1501.10,1494.70,0.0043,0.0236,0.0235,0.4490
16-APR-2026,BBTCL,202.13,210.50,-0.0406,0.0259,0.0260,0.4967
16-APR-2026,BCG,9.86,9.89,-0.0030,0.0454,0.0453,0.8655
16-APR-2026,BCLIND,32.90,32.85,0.0015,0.0267,0.0267,0.5101
16-APR-2026,BCONCEPTS,270.92,259.81,0.0419,0.0354,0.0355,0.6782
16-APR-2026,BCPL,68.31,67.38,0.0137,0.0073,0.0074,0.1414
16-APR-2026,BDL,1359.40,1356.10,0.0024,0.0277,0.0276,0.5273
16-APR-2026,BEARDSELL,27.29,27.01,0.0103,0.0326,0.0326,0.6228
16-APR-2026,BECTORFOOD,188.75,200.12,-0.0585,0.0235,0.0238,0.4547
16-APR-2026,BEDMUTHA,117.90,116.23,0.0143,0.0279,0.0279,0.5330
16-APR-2026,BEL,455.65,447.65,0.0177,0.0194,0.0194,0.3706
16-APR-2026,BELLACASA,302.79,298.00,0.0159,0.0347,0.0346,0.6610
16-APR-2026,BELRISE,208.90,207.61,0.0062,0.0207,0.0206,0.3936
16-APR-2026,BEML,1740.00,1711.40,0.0166,0.0294,0.0294,0.5617
16-APR-2026,BEPL,96.65,94.87,0.0186,0.0218,0.0218,0.4165
16-APR-2026,BERGEPAINT,472.15,474.60,-0.0052,0.0156,0.0156,0.2980
16-APR-2026,BESTAGRO,19.53,18.64,0.0466,0.0348,0.0348,0.6649
16-APR-2026,BETA,1386.60,1390.40,-0.0027,0.0230,0.0230,0.4394
16-APR-2026,BFINVEST,406.35,402.50,0.0095,0.0243,0.0243,0.4643
16-APR-2026,BFSI,27.23,27.34,-0.0040,0.0114,0.0114,0.2178
16-APR-2026,BFUTILITIE,496.10,491.75,0.0088,0.0294,0.0293,0.5598
16-APR-2026,BGRENERGY,353.99,346.73,0.0207,0.0357,0.0356,0.6801
16-APR-2026,BHAGCHEM,214.40,218.91,-0.0208,0.0274,0.0274,0.5235
16-APR-2026,BHAGERIA,162.23,161.98,0.0015,0.0289,0.0288,0.5502
16-APR-2026,BHAGYANGR,205.05,192.65,0.0624,0.0359,0.0360,0.6878
16-APR-2026,BHANDARI,3.22,3.22,0.0000,0.0335,0.0334,0.6381
16-APR-2026,BHARATCOAL,35.76,33.07,0.0782,0.0148,0.0158,0.3019
16-APR-2026,BHARATFORG,1855.80,1831.50,0.0132,0.0207,0.0207,0.3955
16-APR-2026,BHARATGEAR,113.59,111.63,0.0174,0.0305,0.0305,0.5827
16-APR-2026,BHARATRAS,1563.00,1570.00,-0.0045,0.0306,0.0306,0.5846
16-APR-2026,BHARATSE,185.26,184.80,0.0025,0.0376,0.0375,0.7164
16-APR-2026,BHARATWIRE,184.97,180.10,0.0267,0.0321,0.0321,0.6133
16-APR-2026,BHARTIARTL,1840.60,1855.70,-0.0082,0.0127,0.0127,0.2426
16-APR-2026,BHARTIHEXA,1533.00,1540.70,-0.0050,0.0203,0.0203,0.3878
16-APR-2026,BHEL,309.25,292.49,0.0557,0.0245,0.0247,0.4719
16-APR-2026,BIGBLOC,50.78,50.55,0.0045,0.0354,0.0353,0.6744
16-APR-2026,BIKAJI,641.80,644.30,-0.0039,0.0181,0.0180,0.3439
16-APR-2026,BIL,770.25,761.75,0.0111,0.0308,0.0307,0.5865
16-APR-2026,BIOCON,350.75,350.35,0.0011,0.0190,0.0190,0.3630
16-APR-2026,BIOFILCHEM,34.16,34.72,-0.0163,0.0336,0.0336,0.6419
16-APR-2026,BIRET,329.85,327.87,0.0060,0.0118,0.0118,0.2254
16-APR-2026,BIRLACABLE,141.66,145.34,-0.0256,0.0311,0.0310,0.5923
16-APR-2026,BIRLACORPN,970.25,964.75,0.0057,0.0232,0.0231,0.4413
16-APR-2026,BIRLAMONEY,138.88,138.32,0.0040,0.0290,0.0289,0.5521
16-APR-2026,BIRLANU,1471.80,1486.30,-0.0098,0.0231,0.0230,0.4394
16-APR-2026,BIUL,52.35,52.35,0.0000,0.0379,0.0378,0.7222
16-APR-2026,BLACKBUCK,602.15,576.30,0.0439,0.0267,0.0269,0.5139
16-APR-2026,BLAL,194.00,193.56,0.0023,0.0206,0.0206,0.3936
16-APR-2026,BLBLIMITED,17.13,16.86,0.0159,0.0317,0.0317,0.6056
16-APR-2026,BLISSGVS,258.93,257.41,0.0059,0.0362,0.0362,0.6916
16-APR-2026,BLKASHYAP,50.43,50.36,0.0014,0.0308,0.0308,0.5884
16-APR-2026,BLS,298.52,293.57,0.0167,0.0317,0.0316,0.6037
16-APR-2026,BLSE,176.13,166.13,0.0585,0.0277,0.0279,0.5330
16-APR-2026,BLUECHIP,2.30,2.34,-0.0172,0.0662,0.0661,1.2628
16-APR-2026,BLUECOAST,24.72,25.22,-0.0200,0.0551,0.0550,1.0508
16-APR-2026,BLUEDART,5241.80,5169.80,0.0138,0.0192,0.0192,0.3668
16-APR-2026,BLUEJET,416.75,408.20,0.0207,0.0313,0.0312,0.5961
16-APR-2026,BLUESTARCO,1849.30,1804.80,0.0244,0.0221,0.0222,0.4241
16-APR-2026,BLUESTONE,520.70,510.45,0.0199,0.0240,0.0240,0.4585
16-APR-2026,BLUSPRING,67.19,69.42,-0.0327,0.0253,0.0254,0.4853
16-APR-2026,BMWVENTLTD,59.58,59.19,0.0066,0.0189,0.0189,0.3611
16-APR-2026,BODALCHEM,66.67,67.56,-0.0133,0.0266,0.0266,0.5082
16-APR-2026,BOHRAIND,17.00,16.68,0.0190,0.0301,0.0301,0.5751
16-APR-2026,BOMDYEING,114.14,113.59,0.0048,0.0279,0.0278,0.5311
16-APR-2026,BONLON,48.82,46.50,0.0487,0.0397,0.0397,0.7585
16-APR-2026,BORANA,354.00,337.05,0.0491,0.0213,0.0215,0.4108
16-APR-2026,BOROLTD,264.98,255.99,0.0345,0.0246,0.0247,0.4719
16-APR-2026,BORORENEW,485.10,482.00,0.0064,0.0275,0.0274,0.5235
16-APR-2026,BOROSCI,116.45,115.93,0.0045,0.0256,0.0256,0.4891
16-APR-2026,BOSCH-HCIL,1328.90,1359.30,-0.0226,0.0238,0.0238,0.4547
16-APR-2026,BOSCHLTD,37440.00,37080.00,0.0097,0.0184,0.0183,0.3496
16-APR-2026,BPCL,307.95,310.45,-0.0081,0.0196,0.0195,0.3725
16-APR-2026,BPL,52.98,53.22,-0.0045,0.0339,0.0338,0.6457
16-APR-2026,BRIGADE,738.50,739.00,-0.0007,0.0220,0.0219,0.4184
16-APR-2026,BRIGHOTEL,65.26,65.20,0.0009,0.0135,0.0135,0.2579
16-APR-2026,BRITANNIA,5586.50,5654.50,-0.0121,0.0129,0.0129,0.2465
16-APR-2026,BRNL,21.61,21.25,0.0168,0.0316,0.0316,0.6037
16-APR-2026,BROOKS,69.61,72.08,-0.0349,0.0432,0.0432,0.8253
16-APR-2026,BSE,3446.70,3390.70,0.0164,0.0311,0.0310,0.5923
16-APR-2026,BSE500IETF,38.21,38.12,0.0024,0.0097,0.0097,0.1853
16-APR-2026,BSHSL,102.22,102.69,-0.0046,0.0344,0.0343,0.6553
16-APR-2026,BSL,126.40,123.67,0.0218,0.0311,0.0310,0.5923
16-APR-2026,BSLGOLDETF,133.50,133.26,0.0018,0.0189,0.0189,0.3611
16-APR-2026,BSLNIFTY,28.21,28.24,-0.0011,0.0087,0.0087,0.1662
16-APR-2026,BSLSENETFG,78.16,78.05,0.0014,0.0095,0.0095,0.1815
16-APR-2026,BSOFT,388.15,380.00,0.0212,0.0236,0.0236,0.4509
16-APR-2026,BTML,6.58,6.68,-0.0151,0.0346,0.0345,0.6591
16-APR-2026,BUILDPRO,1117.80,1094.50,0.0211,0.0238,0.0238,0.4547
16-APR-2026,BUTTERFLY,617.30,619.40,-0.0034,0.0256,0.0256,0.4891
16-APR-2026,BVCL,43.08,43.03,0.0012,0.0353,0.0352,0.6725
16-APR-2026,BYKE,43.08,41.87,0.0285,0.0356,0.0356,0.6801
16-APR-2026,CALSOFT,11.98,11.92,0.0050,0.0322,0.0321,0.6133
16-APR-2026,CAMLINFINE,106.47,106.96,-0.0046,0.0362,0.0361,0.6897
16-APR-2026,CAMPUS,249.68,248.49,0.0048,0.0195,0.0194,0.3706
16-APR-2026,CAMS,738.40,728.05,0.0141,0.0211,0.0211,0.4031
16-APR-2026,CANBK,141.03,141.71,-0.0048,0.0206,0.0205,0.3917
16-APR-2026,CANFINHOME,858.80,857.15,0.0019,0.0182,0.0182,0.3477
16-APR-2026,CANHLIFE,151.05,146.47,0.0308,0.0133,0.0134,0.2560
16-APR-2026,CANTABIL,246.88,241.64,0.0215,0.0248,0.0248,0.4738
16-APR-2026,CAPACITE,248.96,250.05,-0.0044,0.0297,0.0296,0.5655
16-APR-2026,CAPFIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
16-APR-2026,CAPILLARY,557.60,566.25,-0.0154,0.0202,0.0202,0.3859
16-APR-2026,CAPINVIT,70.01,70.00,0.0001,0.0073,0.0073,0.1395
16-APR-2026,CAPITALSFB,261.27,262.90,-0.0062,0.0172,0.0172,0.3286
16-APR-2026,CAPLIPOINT,1765.00,1735.70,0.0167,0.0227,0.0227,0.4337
16-APR-2026,CAPTRUST,13.10,12.85,0.0193,0.0353,0.0352,0.6725
16-APR-2026,CARBORUNIV,886.55,888.15,-0.0018,0.0204,0.0204,0.3897
16-APR-2026,CARERATING,1572.60,1547.80,0.0159,0.0223,0.0223,0.4260
16-APR-2026,CARRARO,594.85,586.00,0.0150,0.0305,0.0304,0.5808
16-APR-2026,CARTRADE,1797.90,1784.90,0.0073,0.0338,0.0337,0.6438
16-APR-2026,CARYSIL,889.90,884.95,0.0056,0.0300,0.0299,0.5712
16-APR-2026,CASHIETF,1057.98,1057.85,0.0001,0.0002,0.0002,0.0038
16-APR-2026,CASTLE,25.35,25.35,0.0000,0.0000,0.0000,0.0000
16-APR-2026,CASTROLIND,180.59,180.01,0.0032,0.0167,0.0167,0.3191
16-APR-2026,CCAVENUE,15.36,15.17,0.0124,0.0265,0.0264,0.5044
16-APR-2026,CCCL,18.37,16.28,0.1208,0.0634,0.0638,1.2189
16-APR-2026,CCHHL,14.87,14.00,0.0603,0.0285,0.0287,0.5483
16-APR-2026,CCL,1070.60,1081.00,-0.0097,0.0225,0.0225,0.4299
16-APR-2026,CDSL,1367.80,1339.70,0.0208,0.0239,0.0238,0.4547
16-APR-2026,CEATLTD,3697.60,3625.20,0.0198,0.0246,0.0245,0.4681
16-APR-2026,CEIGALL,300.20,299.55,0.0022,0.0179,0.0179,0.3420
16-APR-2026,CEINSYS,1144.65,1104.65,0.0356,0.0379,0.0379,0.7241
16-APR-2026,CELEBRITY,7.72,7.69,0.0039,0.0357,0.0356,0.6801
